region_schema	region_parent	region_child	date_updated	datatype	agerange	value	source_url	text_match
admin_0		cu	2020_03_11	total_male		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_11	total_female		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_11	total	50-59	1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_11	total	60-69	2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-07	2020_03_11	total		3	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	trinidad	cu-07	2020_03_11	total		3	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_13	total		4	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_13	total	20-29	1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-05	2020_03_13	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	diez de octubre	cu-03	2020_03_16	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-03	2020_03_17	new		1	DERIVED	
admin_1	cu	cu-03	2020_03_17	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-09	2020_03_17	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	cu-09	cu-09	2020_03_17	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_18	total_male		8	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-07	2020_03_18	total		4	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	rafael freyre	cu-11	2020_03_18	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	santa clara	cu-05	2020_03_18	total		3	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_19	total	70-79	2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_19	total	80-89	1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	bayamo	cu-12	2020_03_19	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_20	new	30-39	5	DERIVED	
admin_0		cu	2020_03_20	total	30-39	8	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_20	total	50-59	3	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-10	2020_03_20	new		1	DERIVED	
admin_1	cu	cu-10	2020_03_20	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-15	2020_03_20	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	boyeros	cu-03	2020_03_20	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	centro habana	cu-03	2020_03_20	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	cárdenas	cu-04	2020_03_20	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	guanabacoa	cu-03	2020_03_20	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	jesús menéndez	cu-10	2020_03_20	new		1	DERIVED	
cu_municipality	jesús menéndez	cu-10	2020_03_20	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	viñales	cu-01	2020_03_20	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_21	total	0-9	1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_21	total	10-19	1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_21	new	20-29	2	DERIVED	
admin_0		cu	2020_03_21	total	20-29	5	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_21	new	60-69	1	DERIVED	
admin_0		cu	2020_03_21	total	60-69	8	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_21	new	70-79	1	DERIVED	
admin_1	cu	cu-01	2020_03_21	new		1	DERIVED	
admin_1	cu	cu-01	2020_03_21	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-04	2020_03_21	new		1	DERIVED	
admin_1	cu	cu-04	2020_03_21	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-12	2020_03_21	total		4	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	consolación del sur	cu-01	2020_03_21	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	cu-04	cu-04	2020_03_21	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	guisa	cu-12	2020_03_21	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	la sierpe	cu-07	2020_03_21	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	trinidad	cu-07	2020_03_21	total		5	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_22	new		5	DERIVED	
admin_0		cu	2020_03_22	total		40	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_22	total_female		13	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_22	total	40-49	1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_22	new	90-99	1	DERIVED	
admin_1	cu	cu-11	2020_03_22	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	banes	cu-11	2020_03_22	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-05	2020_03_23	total		6	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-13	2020_03_23	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	cu-01	cu-01	2020_03_23	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	palma soriano	cu-13	2020_03_23	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	playa	cu-03	2020_03_23	new		1	DERIVED	
cu_municipality	playa	cu-03	2020_03_23	total		3	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	plaza de la revolución	cu-03	2020_03_23	new		1	DERIVED	
cu_municipality	plaza de la revolución	cu-03	2020_03_23	total		8	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_24	total_male		34	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_24	new	50-59	2	DERIVED	
admin_1	cu	cu-03	2020_03_24	new		2	DERIVED	
admin_1	cu	cu-03	2020_03_24	total		19	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-06	2020_03_24	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-07	2020_03_24	total		8	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	arroyo naranjo	cu-03	2020_03_24	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	cu-06	cu-06	2020_03_24	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	mariel	cu-15	2020_03_24	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	morón	cu-08	2020_03_24	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_25	total	70-79	7	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-08	2020_03_25	new		1	DERIVED	
cu_municipality	la habana vieja	cu-03	2020_03_25	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	placetas	cu-05	2020_03_25	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_26	new	30-39	2	DERIVED	
admin_0		cu	2020_03_26	total	30-39	19	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_26	total	50-59	13	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_0		cu	2020_03_26	total	90-99	3	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	caibarién	cu-05	2020_03_26	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	cerro	cu-03	2020_03_26	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-01	2020_03_27	total		7	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
admin_1	cu	cu-05	2020_03_27	new		12	DERIVED	
admin_1	cu	cu-08	2020_03_27	total		9	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	baraguá	cu-08	2020_03_27	total		2	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	camajuaní	cu-05	2020_03_27	new		1	DERIVED	
cu_municipality	camajuaní	cu-05	2020_03_27	total		3	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	cifuentes	cu-05	2020_03_27	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	ciro redondo	cu-08	2020_03_27	total		1	https://github.com/covid19cubadata/covid19cubadata.github.io/tree/master/data	
cu_municipality	consolación del sur	cu-01	2020_03_27	new		1	DERIVED	
