region_schema,region_parent,region_child,agerange,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-24
admin_0,,de,,,,,,,,,,0,0,0,0,0,0,0,24,36,43,64,81,92,122,144,181,261,351,423,490,597,,746,1033,1206,1398,1521,1683,1823,2151,,2579,,,,3246,3622,,4000,4478,,4700,4912,5141,,5686,5898,,6088,,6502,6745,,,6973,,7244,,,7511,,,7760,,,,8067,,,8238,,,,,8455,,,,8592,,,,8704,,,8748,,8813,,,,,,8943,,,,,8978,,,9043,,,,,,9094,,9124,,,,9150,,,9175,,,9188,,9222,,,,9233,,,,9253,,,,9269,,9273,,,,9292,,9311,,9312,,,,9319,,,,,9344,,9362,,9376,,,,9386,,,9414,,,9425
admin_1,de,de-bb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,2,1,8,3,13,13,4,33,40,11,64,66,27,75,33,86,96,98,103,109,109,111,120,125,125,129,131,93,95,106,148,150,151,151,154,156,157,159,160,160,152,162,162,162,163,159,163,163,163,163,164,164,166,164,164,168,164,164,164,164,170,164,164,164,165,166,166,166,172,166,166,166,166,167,167,167,167,167,167,174,167,167,167,167,167,167,167,167,167,167,167,167,167,175,167,167,167,167,167,175,168,168,168,168,168,176,168,168,168,168,168,172,168,168,168,168,168,168,168,177,168,168,168,168,168,177,168,168,168,168,168,168,168,169,169,169,169,169,178,169,178,169,178,169,169,169,178,169,169,178,169,169,178
admin_1,de,de-be,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,8,12,3,3,23,8,9,11,13,42,50,17,22,24,81,90,105,37,121,42,127,127,130,56,133,136,142,92,147,94,97,105,160,112,170,171,127,188,147,149,192,194,195,195,196,197,198,198,199,199,201,202,202,203,203,203,203,204,207,208,209,209,209,209,209,209,209,209,209,209,198,209,210,211,211,200,212,212,212,212,213,208,214,214,214,214,208,214,214,215,215,215,215,215,215,212,216,216,216,219,220,221,222,222,222,222,224,215,224,216,225,225,225,225,225,225,225,225,225,225,225,225,225,222,225,225,225,225,225,225,225,225,225,225,225,223,225,225,225,225,225,225,224,225,225,225,225,225,224,226,226,226,226,226,226
admin_1,de,de-bw,,0,0,1,1,3,4,5,7,0,12,16,0,29,0,46,59,78,97,17,23,164,192,236,42,83,404,462,493,175,635,723,258,900,378,402,449,467,534,1209,1250,1286,1331,1365,1394,1439,1472,911,996,1548,1568,1093,1611,1633,1226,1672,1676,1303,1690,1704,1714,1722,1732,1735,1738,1744,1751,1757,1769,1774,1775,1621,1783,1787,1793,1797,1799,1799,1808,1817,1821,1823,1824,1756,1827,1828,1831,1832,1834,1835,1835,1807,1835,1836,1822,1842,1842,1842,1843,1843,1843,1844,1855,1845,1845,1845,1845,1846,1846,1846,1875,1846,1847,1847,1847,1847,1848,1849,1849,1849,1849,1849,1888,1850,1850,1891,1851,1851,1892,1852,1852,1852,1852,1852,1893,1852,1855,1855,1855,1855,1856,1857,1896,1860,1860,1861,1862,1862,1898,1862,1862,1862,1902,1862,1862,1862,1862,1862,1862,1862,1862,1907,1862,1862,1863,1909,1863,1863,1863,1863,1863,1863,1863,1863,1863,1912
admin_1,de,de-by,,0,0,0,1,1,1,1,1,4,5,0,11,0,19,27,37,7,13,86,126,22,195,243,309,402,472,561,125,158,810,918,293,341,1224,431,475,1441,1531,1619,1677,1748,1791,1836,1905,1048,2030,1147,2116,2155,2187,2223,2259,2296,1676,1717,2349,1767,2389,2407,1970,2439,2446,2450,2457,2465,2477,2492,2504,2508,2514,2289,2531,2538,2542,2551,2557,2559,2563,2567,2574,2576,2580,2582,2582,2585,2590,2497,2593,2594,2594,2595,2596,2597,2521,2601,2542,2603,2606,2606,2606,2607,2607,2609,2609,2609,2610,2612,2612,2613,2613,2613,2614,2614,2617,2618,2620,2620,2633,2621,2621,2621,2636,2622,2622,2622,2622,2622,2648,2623,2624,2624,2624,2624,2655,2625,2626,2628,2628,2628,2629,2629,2630,2630,2661,2630,2630,2630,2662,2630,2630,2631,2664,2631,2631,2632,2664,2632,2633,2633,2633,2671,2633,2633,2633,2675,2633,2633,2633,2633,2634,2634,2634,2634,2634,2677
admin_1,de,de-hb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,1,2,2,1,2,2,2,7,8,9,10,6,6,16,9,18,11,20,13,23,23,26,26,27,28,29,29,29,29,33,25,33,33,26,33,26,36,36,29,36,36,36,36,31,37,38,40,41,42,33,42,43,43,36,45,45,45,46,46,46,46,46,46,47,47,39,47,47,47,40,48,49,50,50,50,50,50,50,50,50,42,51,51,52,52,52,52,52,48,55,55,55,55,55,55,55,49,55,55,55,52,55,55,52,55,55,55,55,53,55,55,55,54,55,55,55,54,56,56,56,54,56,54,56,56,56,56,56,56,56,55,56,56,56,56,56,56,56,56,55,56,56,56,56,56,56,56,56,56,56,55,56,56,55
admin_1,de,de-he,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,9,12,13,18,27,7,44,59,13,77,17,101,125,34,43,57,66,203,78,240,272,120,302,314,325,165,188,368,203,224,400,408,417,429,437,443,329,450,452,456,354,361,465,466,467,470,394,475,479,408,486,486,489,493,494,494,439,499,501,502,502,504,505,505,508,509,509,509,478,509,509,509,487,510,510,488,511,511,511,511,511,511,513,497,513,513,513,513,500,514,514,516,516,516,516,516,516,511,516,516,516,516,516,516,516,517,517,517,517,519,517,521,518,518,518,521,518,519,519,519,519,519,520,521,523,523,524,524,524,525,526,526,526,526,526,526,527,527,527,527,527,527,520,527,532,527,527,527,527,528,528,528,528,535,528,528,535
admin_1,de,de-hh,,0,0,0,0,1,1,1,1,0,0,0,3,0,0,4,5,5,1,1,10,1,1,1,1,34,43,4,54,58,66,6,87,108,114,122,19,156,29,168,169,173,181,187,56,61,209,80,219,221,224,227,91,237,238,139,244,247,248,153,155,251,251,251,255,172,258,259,194,260,260,261,261,261,262,228,262,263,234,263,263,263,263,240,263,263,263,263,263,263,263,246,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,259,263,263,263,259,263,263,260,264,264,261,264,264,264,264,264,264,264,264,264,264,264,264,264,261,265,261,265,265,265,265,265,265,265,265,265,265,265,261,265,265,265,265,265,265,262,265,262,265,265,265,264,265,265,264,265,265,265
admin_1,de,de-mv,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,5,5,7,3,13,13,13,6,13,8,11,16,11,17,17,17,18,18,18,18,15,19,16,16,16,19,17,17,20,17,20,18,19,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,21,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,21,20,20,20,21,20,20,20,21,20,20,20,20,20,20,20,21,20,21,20,20,20,21,20,20,20,20,21,20,20,20,21,20,20,20,20,20,20,20,20,20,21
admin_1,de,de-ni,,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,1,0,18,4,22,27,6,49,60,19,23,139,32,174,195,217,82,268,277,303,126,348,366,382,391,403,414,433,265,465,289,483,492,504,515,522,533,393,410,545,555,562,446,577,577,577,479,585,494,593,594,597,599,600,526,605,609,610,612,613,614,567,621,622,622,625,588,626,627,629,629,630,631,632,632,632,632,618,634,634,634,634,635,635,636,636,640,640,640,641,635,646,647,640,647,647,647,648,648,645,650,650,650,651,651,651,652,652,652,653,653,653,654,660,654,654,654,661,655,655,655,663,655,655,655,667,655,667,656,656,656,668,656,656,657,671,657,657,657,657,657,657,657,657,657,657,672,657,657,657,658,659,674,660,660,676,660,660,678
