region_schema,region_parent,region_child,agerange,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05
admin_1,au,au-vic,,3,3,3,6,9,13,8,14,23,27,29,28,51,67,61,64,55,54,111,84,56,96,51,68,49,30,20,23,33,21,16,13,24,3,13,10,8,1,17,9,1,7,2,1,6,3,3,0,2,3,7,3,7,13,22,17,17,14,13,10,10,7,17,7,9,20,11,7,6,6,7,12,12,9,1,2,8,8,10,6,11,4,4,10,7,8,3,0,4,2,0,4,8,4,8,9,12,9,21,18,13,25,19,16,17,20,33,30,41,41,75,64,72,77,66,108,74,127,191,134,165,288,1,273,177,270,238,317,428,428,363,32,374,484,60,300,357,459,532,384,295,280,627,49,148,25000,128,725,471,450,29783,174,18,18,410,101,51,23262,95,148,17695,82,20279,20326,21346,82,14811,13060,13480,25470,19863,26,3,14440,10153,24,10,8,1
admin_1,au,au-vic,0-9,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,1,0,0,1,1,0,0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,1,2,1,0,0,,,2,,,,,1,,,2,0,0,0,0,1,3,0,1,3,1,0,1,0,1,,,0,0,0,1,2,,,4,1,0,,,,,2,,,,,8,1,,,6,,,15,,,25,5,10,36,,,11,,,0,37,0,35,22,26,,,16,,,16,12,15,34,23,19,0,61,16,,,28,30,14,16,19,30,,,,14,10,,,,,,,,,,,,,,,,,,,
admin_1,au,au-vic,10-19,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0,0,5,3,-1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,,,0,2,2,0,0,1,1,2,-1,2,,,1,,,,,3,,,0,0,0,0,0,0,2,2,1,1,0,2,0,0,0,,,0,0,0,0,0,,,1,2,1,,,,,0,,,,,5,4,,,8,,,31,,,58,18,18,46,,,9,,,0,99,0,65,21,27,,,20,,,52,35,30,76,51,32,0,105,46,,,50,49,37,43,34,50,,,,16,25,,,,,,,,,,,,,,,,,,,
admin_1,au,au-vic,20-29,,,,,,,,,,,,,,,,,,,,,,,14,20,9,9,2,3,7,2,0,3,3,0,3,1,2,,2,1,0,3,-1,0,2,0,0,2,-1,1,,,2,2,6,4,0,12,1,0,3,2,,,2,,,,,0,,,1,2,2,0,1,2,2,1,6,-1,1,3,1,2,1,,,1,0,3,3,0,,,1,2,6,,,,,5,,,,,6,12,,,13,,,16,,,59,36,49,66,,,47,,,0,162,0,111,66,80,,,72,,,102,89,63,194,142,90,0,246,102,,,88,92,95,71,48,93,,,,48,54,,,,,,,,,,,,,,,,,,,
admin_1,au,au-vic,30-39,,,,,,,,,,,,,,,,,,,,,,,10,12,7,2,3,3,10,2,5,3,4,-1,0,0,1,,2,2,0,0,0,0,0,0,1,-1,0,1,,,1,3,5,6,0,6,3,2,0,2,,,3,,,,,0,,,2,2,0,2,0,1,0,1,2,0,2,4,3,3,0,,,0,0,0,3,5,,,4,2,7,,,,,2,,,,,6,5,,,11,,,14,,,52,24,30,40,,,33,,,0,112,0,105,49,66,,,47,,,71,63,32,118,117,68,0,178,65,,,74,64,82,71,44,61,,,,30,52,,,,,,,,,,,,,,,,,,,
admin_1,au,au-vic,40-49,,,,,,,,,,,,,,,,,,,,,,,5,4,5,4,3,7,0,2,0,0,3,1,1,0,2,,1,1,0,0,0,1,0,3,0,0,0,0,,,0,2,3,2,0,4,2,0,3,0,,,1,,,,,0,,,6,-1,0,0,2,2,3,1,1,0,0,0,2,1,0,,,0,0,0,0,1,,,1,1,0,,,,,-1,,,,,5,7,,,14,,,12,,,41,15,19,52,,,19,,,0,110,0,85,29,48,,,41,,,51,46,40,91,70,42,0,111,38,,,52,44,38,41,34,47,,,,30,31,,,,,,,,,,,,,,,,,,,
admin_1,au,au-vic,50-59,,,,,,,,,,,,,,,,,,,,,,,11,12,7,7,5,0,7,9,3,2,1,0,2,0,1,,4,3,0,2,1,0,2,0,2,-1,2,1,,,1,2,4,4,0,4,0,3,2,1,,,0,,,,,-1,,,0,4,-1,0,0,2,0,0,0,0,0,1,0,2,1,,,0,0,0,1,1,,,1,0,6,,,,,0,,,,,5,9,,,11,,,0,,,26,5,13,20,,,25,,,0,88,0,41,20,35,,,28,,,61,35,33,93,63,27,0,102,32,,,30,39,28,26,30,37,,,,30,21,,,,,,,,,,,,,,,,,,,
admin_1,au,au-vic,60-69,,,,,,,,,,,,,,,,,,,,,,,8,12,8,5,5,3,3,2,5,3,8,0,1,3,3,,5,-1,0,2,-1,0,0,1,0,0,0,0,,,2,0,2,-1,0,2,3,1,3,0,,,0,,,,,1,,,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,1,0,,,,,2,,,,,1,1,,,5,,,4,,,13,8,13,11,,,8,,,0,46,0,38,12,17,,,19,,,41,24,16,33,38,14,0,57,21,,,15,23,21,10,18,19,,,,28,10,,,,,,,,,,,,,,,,,,,
admin_1,au,au-vic,70-79,,,,,,,,,,,,,,,,,,,,,,,0,4,5,4,2,1,0,5,1,1,2,5,6,3,0,,2,2,0,0,0,0,1,0,0,0,0,0,,,1,2,0,2,0,1,1,1,0,0,,,0,,,,,0,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,0,0,1,0,0,,,0,0,1,,,,,1,,,,,2,1,,,3,,,5,,,7,5,2,10,,,4,,,0,23,0,20,9,14,,,10,,,26,14,11,17,21,14,0,30,22,,,31,14,12,6,15,20,,,,24,16,,,,,,,,,,,,,,,,,,,
admin_1,au,au-vic,80-84,,,,,,,,,,,,,,,,,,,,,,,1,2,3,0,1,-1,1,0,1,1,1,0,0,1,0,,1,0,0,0,1,0,0,-1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,,,,,0,,,,,2,-1,,,0,,,2,,,3,1,2,0,,,2,,,0,4,0,8,3,17,,,6,,,17,12,6,12,9,7,0,28,12,,,12,11,10,5,13,12,,,,10,7,,,,,,,,,,,,,,,,,,,
